EpochIndex,Subject,Session,TrialInFile,Class,Label,File
634,2,3,131,LH,0,B0203T.gdf
635,2,3,134,LH,0,B0203T.gdf
636,2,3,136,RH,1,B0203T.gdf
637,2,3,137,LH,0,B0203T.gdf
638,2,3,138,LH,0,B0203T.gdf
639,2,3,139,LH,0,B0203T.gdf
640,2,3,140,LH,0,B0203T.gdf
641,2,3,141,RH,1,B0203T.gdf
642,2,3,142,RH,1,B0203T.gdf
643,2,3,143,RH,1,B0203T.gdf
644,2,3,144,LH,0,B0203T.gdf
645,2,3,148,LH,0,B0203T.gdf
646,2,3,149,RH,1,B0203T.gdf
647,2,3,150,RH,1,B0203T.gdf
648,2,3,151,RH,1,B0203T.gdf
649,2,3,152,RH,1,B0203T.gdf
650,2,3,153,LH,0,B0203T.gdf
651,2,3,155,LH,0,B0203T.gdf
652,2,3,156,LH,0,B0203T.gdf
653,2,3,157,RH,1,B0203T.gdf
654,3,1,2,RH,1,B0301T.gdf
655,3,1,3,LH,0,B0301T.gdf
656,3,1,4,RH,1,B0301T.gdf
657,3,1,5,RH,1,B0301T.gdf
658,3,1,6,LH,0,B0301T.gdf
659,3,1,7,LH,0,B0301T.gdf
660,3,1,8,RH,1,B0301T.gdf
661,3,1,9,LH,0,B0301T.gdf
662,3,1,10,RH,1,B0301T.gdf
663,3,1,11,LH,0,B0301T.gdf
664,3,1,15,RH,1,B0301T.gdf
665,3,1,16,LH,0,B0301T.gdf
666,3,1,17,RH,1,B0301T.gdf
667,3,1,18,LH,0,B0301T.gdf
668,3,1,19,RH,1,B0301T.gdf
669,3,1,21,RH,1,B0301T.gdf
670,3,1,22,RH,1,B0301T.gdf
671,3,1,23,LH,0,B0301T.gdf
672,3,1,24,RH,1,B0301T.gdf
673,3,1,26,RH,1,B0301T.gdf
674,3,1,27,LH,0,B0301T.gdf
675,3,1,28,RH,1,B0301T.gdf
676,3,1,29,RH,1,B0301T.gdf
677,3,1,30,RH,1,B0301T.gdf
678,3,1,31,LH,0,B0301T.gdf
679,3,1,34,LH,0,B0301T.gdf
680,3,1,35,LH,0,B0301T.gdf
681,3,1,38,LH,0,B0301T.gdf
682,3,1,39,LH,0,B0301T.gdf
683,3,1,40,RH,1,B0301T.gdf
684,3,1,41,LH,0,B0301T.gdf
685,3,1,42,RH,1,B0301T.gdf
686,3,1,44,LH,0,B0301T.gdf
687,3,1,45,LH,0,B0301T.gdf
688,3,1,46,LH,0,B0301T.gdf
689,3,1,47,LH,0,B0301T.gdf
690,3,1,48,LH,0,B0301T.gdf
691,3,1,49,LH,0,B0301T.gdf
692,3,1,50,LH,0,B0301T.gdf
693,3,1,51,RH,1,B0301T.gdf
694,3,1,52,RH,1,B0301T.gdf
695,3,1,53,RH,1,B0301T.gdf
696,3,1,54,LH,0,B0301T.gdf
697,3,1,55,RH,1,B0301T.gdf
698,3,1,57,RH,1,B0301T.gdf
699,3,1,58,LH,0,B0301T.gdf
700,3,1,60,RH,1,B0301T.gdf
701,3,1,62,RH,1,B0301T.gdf
702,3,1,63,LH,0,B0301T.gdf
703,3,1,65,LH,0,B0301T.gdf
704,3,1,66,RH,1,B0301T.gdf
705,3,1,67,RH,1,B0301T.gdf
706,3,1,68,RH,1,B0301T.gdf
707,3,1,69,LH,0,B0301T.gdf
708,3,1,70,LH,0,B0301T.gdf
709,3,1,73,RH,1,B0301T.gdf
710,3,1,74,LH,0,B0301T.gdf
711,3,1,75,LH,0,B0301T.gdf
712,3,1,76,RH,1,B0301T.gdf
713,3,1,78,LH,0,B0301T.gdf
714,3,1,79,LH,0,B0301T.gdf
715,3,1,80,RH,1,B0301T.gdf
716,3,1,83,LH,0,B0301T.gdf
717,3,1,84,LH,0,B0301T.gdf
718,3,1,85,RH,1,B0301T.gdf
719,3,1,86,RH,1,B0301T.gdf
720,3,1,87,RH,1,B0301T.gdf
721,3,1,88,LH,0,B0301T.gdf
722,3,1,89,RH,1,B0301T.gdf
723,3,1,90,LH,0,B0301T.gdf
724,3,1,92,LH,0,B0301T.gdf
725,3,1,93,RH,1,B0301T.gdf
726,3,1,94,LH,0,B0301T.gdf
727,3,1,95,LH,0,B0301T.gdf
728,3,1,97,RH,1,B0301T.gdf
729,3,1,99,LH,0,B0301T.gdf
730,3,1,100,RH,1,B0301T.gdf
731,3,1,101,RH,1,B0301T.gdf
732,3,1,102,RH,1,B0301T.gdf
733,3,1,103,LH,0,B0301T.gdf
734,3,1,105,LH,0,B0301T.gdf
735,3,1,106,RH,1,B0301T.gdf
736,3,1,109,RH,1,B0301T.gdf
737,3,1,110,LH,0,B0301T.gdf
738,3,1,112,RH,1,B0301T.gdf
739,3,1,113,LH,0,B0301T.gdf
740,3,1,114,LH,0,B0301T.gdf
741,3,1,116,LH,0,B0301T.gdf
742,3,1,117,RH,1,B0301T.gdf
743,3,1,118,LH,0,B0301T.gdf
744,3,2,1,RH,1,B0302T.gdf
745,3,2,2,LH,0,B0302T.gdf
746,3,2,3,LH,0,B0302T.gdf
747,3,2,4,RH,1,B0302T.gdf
748,3,2,5,LH,0,B0302T.gdf
749,3,2,7,RH,1,B0302T.gdf
750,3,2,9,LH,0,B0302T.gdf
751,3,2,10,RH,1,B0302T.gdf
752,3,2,12,RH,1,B0302T.gdf
753,3,2,13,LH,0,B0302T.gdf
754,3,2,14,LH,0,B0302T.gdf
755,3,2,15,RH,1,B0302T.gdf
756,3,2,19,RH,1,B0302T.gdf
757,3,2,20,RH,1,B0302T.gdf
758,3,2,21,LH,0,B0302T.gdf
759,3,2,22,RH,1,B0302T.gdf
760,3,2,24,RH,1,B0302T.gdf
761,3,2,25,RH,1,B0302T.gdf
762,3,2,26,RH,1,B0302T.gdf
763,3,2,27,RH,1,B0302T.gdf
764,3,2,29,RH,1,B0302T.gdf
765,3,2,31,LH,0,B0302T.gdf
766,3,2,32,LH,0,B0302T.gdf
767,3,2,33,LH,0,B0302T.gdf
768,3,2,34,LH,0,B0302T.gdf
769,3,2,35,RH,1,B0302T.gdf
770,3,2,36,LH,0,B0302T.gdf
771,3,2,37,LH,0,B0302T.gdf
772,3,2,38,LH,0,B0302T.gdf
773,3,2,39,LH,0,B0302T.gdf
774,3,2,40,RH,1,B0302T.gdf
775,3,2,41,LH,0,B0302T.gdf
776,3,2,42,RH,1,B0302T.gdf
777,3,2,45,RH,1,B0302T.gdf
778,3,2,46,LH,0,B0302T.gdf
779,3,2,47,RH,1,B0302T.gdf
780,3,2,51,LH,0,B0302T.gdf
781,3,2,53,RH,1,B0302T.gdf
782,3,2,54,RH,1,B0302T.gdf
783,3,2,56,LH,0,B0302T.gdf
784,3,2,57,LH,0,B0302T.gdf
785,3,2,58,RH,1,B0302T.gdf
786,3,2,59,RH,1,B0302T.gdf
787,3,2,60,LH,0,B0302T.gdf
788,3,2,62,RH,1,B0302T.gdf
789,3,2,63,LH,0,B0302T.gdf
790,3,2,64,LH,0,B0302T.gdf
791,3,2,68,RH,1,B0302T.gdf
792,3,2,69,RH,1,B0302T.gdf
793,3,2,70,LH,0,B0302T.gdf
794,3,2,72,RH,1,B0302T.gdf
795,3,2,73,LH,0,B0302T.gdf
796,3,2,74,RH,1,B0302T.gdf
797,3,2,75,LH,0,B0302T.gdf
798,3,2,76,LH,0,B0302T.gdf
799,3,2,77,RH,1,B0302T.gdf
800,3,2,79,RH,1,B0302T.gdf
801,3,2,80,LH,0,B0302T.gdf
802,3,2,82,RH,1,B0302T.gdf
803,3,2,83,RH,1,B0302T.gdf
804,3,2,84,RH,1,B0302T.gdf
805,3,2,86,RH,1,B0302T.gdf
806,3,2,87,RH,1,B0302T.gdf
807,3,2,88,LH,0,B0302T.gdf
808,3,2,91,LH,0,B0302T.gdf
809,3,2,92,LH,0,B0302T.gdf
810,3,2,93,RH,1,B0302T.gdf
811,3,2,94,LH,0,B0302T.gdf
812,3,2,95,LH,0,B0302T.gdf
813,3,2,96,LH,0,B0302T.gdf
814,3,2,98,LH,0,B0302T.gdf
815,3,2,100,RH,1,B0302T.gdf
816,3,2,102,RH,1,B0302T.gdf
817,3,2,103,LH,0,B0302T.gdf
818,3,2,104,LH,0,B0302T.gdf
819,3,2,106,LH,0,B0302T.gdf
820,3,2,107,RH,1,B0302T.gdf
821,3,2,108,RH,1,B0302T.gdf
822,3,2,109,LH,0,B0302T.gdf
823,3,2,110,LH,0,B0302T.gdf
824,3,2,112,LH,0,B0302T.gdf
825,3,2,113,RH,1,B0302T.gdf
826,3,2,114,LH,0,B0302T.gdf
827,3,2,116,LH,0,B0302T.gdf
828,3,2,117,RH,1,B0302T.gdf
829,3,2,118,RH,1,B0302T.gdf
830,3,2,119,RH,1,B0302T.gdf
831,3,2,120,RH,1,B0302T.gdf
832,3,3,2,LH,0,B0303T.gdf
833,3,3,3,RH,1,B0303T.gdf
834,3,3,5,LH,0,B0303T.gdf
835,3,3,6,LH,0,B0303T.gdf
836,3,3,7,RH,1,B0303T.gdf
837,3,3,10,LH,0,B0303T.gdf
838,3,3,11,RH,1,B0303T.gdf
839,3,3,13,RH,1,B0303T.gdf
840,3,3,14,LH,0,B0303T.gdf
841,3,3,15,RH,1,B0303T.gdf
842,3,3,16,LH,0,B0303T.gdf
843,3,3,17,LH,0,B0303T.gdf
844,3,3,18,LH,0,B0303T.gdf
845,3,3,19,LH,0,B0303T.gdf
846,3,3,21,RH,1,B0303T.gdf
847,3,3,22,RH,1,B0303T.gdf
848,3,3,23,RH,1,B0303T.gdf
849,3,3,25,RH,1,B0303T.gdf
850,3,3,26,RH,1,B0303T.gdf
851,3,3,27,RH,1,B0303T.gdf
852,3,3,28,RH,1,B0303T.gdf
853,3,3,29,LH,0,B0303T.gdf
854,3,3,31,RH,1,B0303T.gdf
855,3,3,32,RH,1,B0303T.gdf
856,3,3,33,LH,0,B0303T.gdf
857,3,3,34,LH,0,B0303T.gdf
858,3,3,35,RH,1,B0303T.gdf
859,3,3,36,RH,1,B0303T.gdf
860,3,3,37,LH,0,B0303T.gdf
861,3,3,38,RH,1,B0303T.gdf
862,3,3,39,LH,0,B0303T.gdf
863,3,3,40,RH,1,B0303T.gdf
864,3,3,41,RH,1,B0303T.gdf
865,3,3,42,LH,0,B0303T.gdf
866,3,3,43,LH,0,B0303T.gdf
867,3,3,44,RH,1,B0303T.gdf
868,3,3,45,LH,0,B0303T.gdf
869,3,3,46,LH,0,B0303T.gdf
870,3,3,47,LH,0,B0303T.gdf
871,3,3,49,LH,0,B0303T.gdf
872,3,3,50,LH,0,B0303T.gdf
873,3,3,52,RH,1,B0303T.gdf
874,3,3,53,RH,1,B0303T.gdf
875,3,3,54,LH,0,B0303T.gdf
876,3,3,57,RH,1,B0303T.gdf
877,3,3,59,RH,1,B0303T.gdf
878,3,3,60,LH,0,B0303T.gdf
879,3,3,61,RH,1,B0303T.gdf
880,3,3,62,LH,0,B0303T.gdf
881,3,3,64,RH,1,B0303T.gdf
882,3,3,65,RH,1,B0303T.gdf
883,3,3,67,LH,0,B0303T.gdf
884,3,3,68,LH,0,B0303T.gdf
885,3,3,69,LH,0,B0303T.gdf
886,3,3,70,LH,0,B0303T.gdf
887,3,3,71,RH,1,B0303T.gdf
888,3,3,72,RH,1,B0303T.gdf
889,3,3,73,RH,1,B0303T.gdf
890,3,3,74,LH,0,B0303T.gdf
891,3,3,76,RH,1,B0303T.gdf
892,3,3,77,RH,1,B0303T.gdf
893,3,3,78,LH,0,B0303T.gdf
894,3,3,79,LH,0,B0303T.gdf
895,3,3,80,RH,1,B0303T.gdf
896,3,3,81,RH,1,B0303T.gdf
897,3,3,82,RH,1,B0303T.gdf
898,3,3,83,RH,1,B0303T.gdf
899,3,3,84,LH,0,B0303T.gdf
900,3,3,86,LH,0,B0303T.gdf
901,3,3,87,LH,0,B0303T.gdf
902,3,3,88,RH,1,B0303T.gdf
903,3,3,89,RH,1,B0303T.gdf
904,3,3,90,LH,0,B0303T.gdf
905,3,3,91,LH,0,B0303T.gdf
906,3,3,93,LH,0,B0303T.gdf
907,3,3,94,LH,0,B0303T.gdf
908,3,3,97,RH,1,B0303T.gdf
909,3,3,98,RH,1,B0303T.gdf
910,3,3,99,RH,1,B0303T.gdf
911,3,3,101,RH,1,B0303T.gdf
912,3,3,102,LH,0,B0303T.gdf
913,3,3,103,LH,0,B0303T.gdf
914,3,3,104,RH,1,B0303T.gdf
915,3,3,106,LH,0,B0303T.gdf
916,3,3,107,RH,1,B0303T.gdf
917,3,3,108,LH,0,B0303T.gdf
918,3,3,111,LH,0,B0303T.gdf
919,3,3,112,RH,1,B0303T.gdf
920,3,3,113,RH,1,B0303T.gdf
921,3,3,117,LH,0,B0303T.gdf
922,3,3,118,RH,1,B0303T.gdf
923,3,3,120,LH,0,B0303T.gdf
924,3,3,121,LH,0,B0303T.gdf
925,3,3,122,LH,0,B0303T.gdf
926,3,3,124,LH,0,B0303T.gdf
927,3,3,125,LH,0,B0303T.gdf
928,3,3,129,RH,1,B0303T.gdf
929,3,3,130,LH,0,B0303T.gdf
930,3,3,131,RH,1,B0303T.gdf
931,3,3,132,RH,1,B0303T.gdf
932,3,3,134,LH,0,B0303T.gdf
933,3,3,136,RH,1,B0303T.gdf
934,3,3,137,RH,1,B0303T.gdf
935,3,3,138,RH,1,B0303T.gdf
936,3,3,140,LH,0,B0303T.gdf
937,3,3,142,LH,0,B0303T.gdf
938,3,3,143,RH,1,B0303T.gdf
939,3,3,145,LH,0,B0303T.gdf
940,3,3,147,RH,1,B0303T.gdf
941,3,3,149,LH,0,B0303T.gdf
942,3,3,150,RH,1,B0303T.gdf
943,3,3,152,RH,1,B0303T.gdf
944,3,3,153,RH,1,B0303T.gdf
945,3,3,154,RH,1,B0303T.gdf
946,3,3,156,RH,1,B0303T.gdf
947,3,3,158,RH,1,B0303T.gdf
948,3,3,159,RH,1,B0303T.gdf
949,3,3,160,LH,0,B0303T.gdf
950,4,1,1,LH,0,B0401T.gdf
951,4,1,2,LH,0,B0401T.gdf
952,4,1,3,RH,1,B0401T.gdf
953,4,1,4,LH,0,B0401T.gdf
954,4,1,5,RH,1,B0401T.gdf
955,4,1,6,RH,1,B0401T.gdf
956,4,1,7,LH,0,B0401T.gdf
957,4,1,8,LH,0,B0401T.gdf
958,4,1,9,RH,1,B0401T.gdf
959,4,1,10,RH,1,B0401T.gdf
960,4,1,11,RH,1,B0401T.gdf
961,4,1,12,LH,0,B0401T.gdf
962,4,1,13,LH,0,B0401T.gdf
963,4,1,14,LH,0,B0401T.gdf
964,4,1,15,LH,0,B0401T.gdf
965,4,1,16,RH,1,B0401T.gdf
966,4,1,17,RH,1,B0401T.gdf
967,4,1,18,RH,1,B0401T.gdf
968,4,1,19,LH,0,B0401T.gdf
969,4,1,20,RH,1,B0401T.gdf
970,4,1,22,LH,0,B0401T.gdf
971,4,1,23,RH,1,B0401T.gdf
972,4,1,24,RH,1,B0401T.gdf
973,4,1,25,LH,0,B0401T.gdf
974,4,1,26,RH,1,B0401T.gdf
975,4,1,27,LH,0,B0401T.gdf
976,4,1,28,RH,1,B0401T.gdf
977,4,1,29,LH,0,B0401T.gdf
978,4,1,30,RH,1,B0401T.gdf
979,4,1,31,RH,1,B0401T.gdf
980,4,1,32,LH,0,B0401T.gdf
981,4,1,33,RH,1,B0401T.gdf
982,4,1,34,LH,0,B0401T.gdf
983,4,1,35,RH,1,B0401T.gdf
984,4,1,36,RH,1,B0401T.gdf
985,4,1,37,LH,0,B0401T.gdf
986,4,1,38,LH,0,B0401T.gdf
987,4,1,39,LH,0,B0401T.gdf
988,4,1,40,RH,1,B0401T.gdf
989,4,1,41,LH,0,B0401T.gdf
990,4,1,42,LH,0,B0401T.gdf
991,4,1,43,LH,0,B0401T.gdf
992,4,1,44,RH,1,B0401T.gdf
993,4,1,45,RH,1,B0401T.gdf
994,4,1,46,RH,1,B0401T.gdf
995,4,1,47,LH,0,B0401T.gdf
996,4,1,48,RH,1,B0401T.gdf
997,4,1,49,RH,1,B0401T.gdf
998,4,1,50,LH,0,B0401T.gdf
999,4,1,51,LH,0,B0401T.gdf
1000,4,1,52,LH,0,B0401T.gdf
1001,4,1,53,LH,0,B0401T.gdf
1002,4,1,54,LH,0,B0401T.gdf
1003,4,1,55,RH,1,B0401T.gdf
1004,4,1,56,RH,1,B0401T.gdf
1005,4,1,57,RH,1,B0401T.gdf
1006,4,1,58,LH,0,B0401T.gdf
1007,4,1,59,RH,1,B0401T.gdf
1008,4,1,60,RH,1,B0401T.gdf
1009,4,1,62,LH,0,B0401T.gdf
1010,4,1,63,LH,0,B0401T.gdf
1011,4,1,64,RH,1,B0401T.gdf
1012,4,1,65,RH,1,B0401T.gdf
1013,4,1,66,LH,0,B0401T.gdf
1014,4,1,67,LH,0,B0401T.gdf
1015,4,1,68,LH,0,B0401T.gdf
1016,4,1,69,RH,1,B0401T.gdf
1017,4,1,70,RH,1,B0401T.gdf
1018,4,1,71,RH,1,B0401T.gdf
1019,4,1,72,LH,0,B0401T.gdf
1020,4,1,73,RH,1,B0401T.gdf
1021,4,1,74,RH,1,B0401T.gdf
1022,4,1,75,LH,0,B0401T.gdf
1023,4,1,76,LH,0,B0401T.gdf
1024,4,1,77,RH,1,B0401T.gdf
1025,4,1,79,RH,1,B0401T.gdf
1026,4,1,80,RH,1,B0401T.gdf
1027,4,1,81,RH,1,B0401T.gdf
1028,4,1,82,RH,1,B0401T.gdf
1029,4,1,83,RH,1,B0401T.gdf
1030,4,1,84,RH,1,B0401T.gdf
1031,4,1,85,LH,0,B0401T.gdf
1032,4,1,86,LH,0,B0401T.gdf
1033,4,1,87,LH,0,B0401T.gdf
1034,4,1,88,LH,0,B0401T.gdf
1035,4,1,89,RH,1,B0401T.gdf
1036,4,1,90,RH,1,B0401T.gdf
1037,4,1,91,RH,1,B0401T.gdf
1038,4,1,92,RH,1,B0401T.gdf
1039,4,1,93,RH,1,B0401T.gdf
1040,4,1,94,LH,0,B0401T.gdf
1041,4,1,95,LH,0,B0401T.gdf
1042,4,1,96,LH,0,B0401T.gdf
1043,4,1,97,LH,0,B0401T.gdf
1044,4,1,98,LH,0,B0401T.gdf
1045,4,1,99,LH,0,B0401T.gdf
1046,4,1,100,RH,1,B0401T.gdf
1047,4,1,101,RH,1,B0401T.gdf
1048,4,1,102,LH,0,B0401T.gdf
1049,4,1,103,LH,0,B0401T.gdf
1050,4,1,104,LH,0,B0401T.gdf
1051,4,1,105,LH,0,B0401T.gdf
1052,4,1,106,LH,0,B0401T.gdf
1053,4,1,107,RH,1,B0401T.gdf
1054,4,1,108,LH,0,B0401T.gdf
1055,4,1,109,LH,0,B0401T.gdf
1056,4,1,110,RH,1,B0401T.gdf
1057,4,1,111,LH,0,B0401T.gdf
1058,4,1,112,LH,0,B0401T.gdf
1059,4,1,113,RH,1,B0401T.gdf
1060,4,1,114,RH,1,B0401T.gdf
1061,4,1,115,RH,1,B0401T.gdf
1062,4,1,116,LH,0,B0401T.gdf
1063,4,1,117,RH,1,B0401T.gdf
1064,4,1,118,RH,1,B0401T.gdf
1065,4,1,119,RH,1,B0401T.gdf
1066,4,1,120,RH,1,B0401T.gdf
1067,4,2,1,LH,0,B0402T.gdf
1068,4,2,2,LH,0,B0402T.gdf
1069,4,2,4,LH,0,B0402T.gdf
1070,4,2,6,RH,1,B0402T.gdf
1071,4,2,7,LH,0,B0402T.gdf
1072,4,2,8,RH,1,B0402T.gdf
1073,4,2,9,LH,0,B0402T.gdf
1074,4,2,10,RH,1,B0402T.gdf
1075,4,2,11,RH,1,B0402T.gdf
1076,4,2,12,LH,0,B0402T.gdf
1077,4,2,13,LH,0,B0402T.gdf
1078,4,2,14,LH,0,B0402T.gdf
1079,4,2,15,LH,0,B0402T.gdf
1080,4,2,16,RH,1,B0402T.gdf
1081,4,2,17,RH,1,B0402T.gdf
1082,4,2,19,RH,1,B0402T.gdf
1083,4,2,20,LH,0,B0402T.gdf
1084,4,2,21,RH,1,B0402T.gdf
1085,4,2,22,LH,0,B0402T.gdf
1086,4,2,23,RH,1,B0402T.gdf
1087,4,2,24,LH,0,B0402T.gdf
1088,4,2,25,RH,1,B0402T.gdf
1089,4,2,26,RH,1,B0402T.gdf
1090,4,2,27,LH,0,B0402T.gdf
1091,4,2,28,LH,0,B0402T.gdf
1092,4,2,29,LH,0,B0402T.gdf
1093,4,2,30,RH,1,B0402T.gdf
1094,4,2,31,LH,0,B0402T.gdf
1095,4,2,32,RH,1,B0402T.gdf
1096,4,2,33,LH,0,B0402T.gdf
1097,4,2,34,LH,0,B0402T.gdf
1098,4,2,35,RH,1,B0402T.gdf
1099,4,2,36,RH,1,B0402T.gdf
1100,4,2,37,RH,1,B0402T.gdf
1101,4,2,38,RH,1,B0402T.gdf
1102,4,2,39,LH,0,B0402T.gdf
1103,4,2,40,LH,0,B0402T.gdf
1104,4,2,42,LH,0,B0402T.gdf
1105,4,2,43,LH,0,B0402T.gdf
1106,4,2,44,LH,0,B0402T.gdf
1107,4,2,45,RH,1,B0402T.gdf
1108,4,2,47,RH,1,B0402T.gdf
1109,4,2,48,RH,1,B0402T.gdf
1110,4,2,49,LH,0,B0402T.gdf
1111,4,2,50,RH,1,B0402T.gdf
1112,4,2,51,RH,1,B0402T.gdf
1113,4,2,52,LH,0,B0402T.gdf
1114,4,2,53,LH,0,B0402T.gdf
1115,4,2,54,RH,1,B0402T.gdf
1116,4,2,55,RH,1,B0402T.gdf
1117,4,2,56,LH,0,B0402T.gdf
1118,4,2,57,LH,0,B0402T.gdf
1119,4,2,58,RH,1,B0402T.gdf
1120,4,2,59,RH,1,B0402T.gdf
1121,4,2,60,RH,1,B0402T.gdf
1122,4,2,61,LH,0,B0402T.gdf
1123,4,2,62,LH,0,B0402T.gdf
1124,4,2,63,RH,1,B0402T.gdf
1125,4,2,64,RH,1,B0402T.gdf
1126,4,2,65,RH,1,B0402T.gdf
1127,4,2,66,LH,0,B0402T.gdf
1128,4,2,67,LH,0,B0402T.gdf
1129,4,2,68,LH,0,B0402T.gdf
1130,4,2,69,LH,0,B0402T.gdf
1131,4,2,70,RH,1,B0402T.gdf
1132,4,2,71,LH,0,B0402T.gdf
1133,4,2,72,RH,1,B0402T.gdf
1134,4,2,75,LH,0,B0402T.gdf
1135,4,2,76,RH,1,B0402T.gdf
1136,4,2,77,RH,1,B0402T.gdf
1137,4,2,78,LH,0,B0402T.gdf
1138,4,2,79,RH,1,B0402T.gdf
1139,4,2,80,LH,0,B0402T.gdf
1140,4,2,81,LH,0,B0402T.gdf
1141,4,2,82,LH,0,B0402T.gdf
1142,4,2,83,LH,0,B0402T.gdf
1143,4,2,84,LH,0,B0402T.gdf
1144,4,2,86,RH,1,B0402T.gdf
1145,4,2,87,RH,1,B0402T.gdf
1146,4,2,88,LH,0,B0402T.gdf
1147,4,2,90,RH,1,B0402T.gdf
1148,4,2,91,LH,0,B0402T.gdf
1149,4,2,92,RH,1,B0402T.gdf
1150,4,2,93,RH,1,B0402T.gdf
1151,4,2,94,LH,0,B0402T.gdf
1152,4,2,95,LH,0,B0402T.gdf
1153,4,2,96,RH,1,B0402T.gdf
1154,4,2,97,RH,1,B0402T.gdf
1155,4,2,98,RH,1,B0402T.gdf
1156,4,2,99,LH,0,B0402T.gdf
1157,4,2,100,RH,1,B0402T.gdf
1158,4,2,101,RH,1,B0402T.gdf
1159,4,2,104,RH,1,B0402T.gdf
1160,4,2,105,LH,0,B0402T.gdf
1161,4,2,106,RH,1,B0402T.gdf
1162,4,2,107,RH,1,B0402T.gdf
1163,4,2,108,LH,0,B0402T.gdf
1164,4,2,109,LH,0,B0402T.gdf
1165,4,2,110,LH,0,B0402T.gdf
1166,4,2,111,LH,0,B0402T.gdf
1167,4,2,112,LH,0,B0402T.gdf
1168,4,2,113,RH,1,B0402T.gdf
1169,4,2,114,LH,0,B0402T.gdf
1170,4,2,115,RH,1,B0402T.gdf
1171,4,2,116,LH,0,B0402T.gdf
1172,4,2,117,RH,1,B0402T.gdf
1173,4,2,118,RH,1,B0402T.gdf
1174,4,2,119,LH,0,B0402T.gdf
1175,4,2,120,RH,1,B0402T.gdf
1176,4,2,121,LH,0,B0402T.gdf
1177,4,2,122,RH,1,B0402T.gdf
1178,4,2,123,RH,1,B0402T.gdf
1179,4,2,124,LH,0,B0402T.gdf
1180,4,2,125,RH,1,B0402T.gdf
1181,4,2,126,LH,0,B0402T.gdf
1182,4,2,127,RH,1,B0402T.gdf
1183,4,2,128,LH,0,B0402T.gdf
1184,4,2,129,RH,1,B0402T.gdf
1185,4,2,130,LH,0,B0402T.gdf
1186,4,2,131,RH,1,B0402T.gdf
1187,4,2,132,RH,1,B0402T.gdf
1188,4,2,133,RH,1,B0402T.gdf
1189,4,2,134,LH,0,B0402T.gdf
1190,4,2,135,LH,0,B0402T.gdf
1191,4,2,136,LH,0,B0402T.gdf
1192,4,2,137,LH,0,B0402T.gdf
1193,4,2,138,RH,1,B0402T.gdf
1194,4,2,139,LH,0,B0402T.gdf
1195,4,2,140,RH,1,B0402T.gdf
1196,4,3,1,RH,1,B0403T.gdf
1197,4,3,2,LH,0,B0403T.gdf
1198,4,3,3,LH,0,B0403T.gdf
1199,4,3,4,RH,1,B0403T.gdf
1200,4,3,5,RH,1,B0403T.gdf
1201,4,3,6,LH,0,B0403T.gdf
1202,4,3,7,LH,0,B0403T.gdf
1203,4,3,8,RH,1,B0403T.gdf
1204,4,3,9,RH,1,B0403T.gdf
1205,4,3,10,RH,1,B0403T.gdf
1206,4,3,11,RH,1,B0403T.gdf
1207,4,3,12,LH,0,B0403T.gdf
1208,4,3,13,RH,1,B0403T.gdf
1209,4,3,14,RH,1,B0403T.gdf
1210,4,3,15,LH,0,B0403T.gdf
1211,4,3,16,RH,1,B0403T.gdf
1212,4,3,17,LH,0,B0403T.gdf
1213,4,3,19,RH,1,B0403T.gdf
1214,4,3,20,LH,0,B0403T.gdf
1215,4,3,21,RH,1,B0403T.gdf
1216,4,3,22,LH,0,B0403T.gdf
1217,4,3,23,LH,0,B0403T.gdf
1218,4,3,24,RH,1,B0403T.gdf
1219,4,3,25,LH,0,B0403T.gdf
1220,4,3,26,RH,1,B0403T.gdf
1221,4,3,27,LH,0,B0403T.gdf
1222,4,3,28,RH,1,B0403T.gdf
1223,4,3,29,RH,1,B0403T.gdf
1224,4,3,30,RH,1,B0403T.gdf
1225,4,3,31,LH,0,B0403T.gdf
1226,4,3,32,LH,0,B0403T.gdf
1227,4,3,33,LH,0,B0403T.gdf
1228,4,3,34,LH,0,B0403T.gdf
1229,4,3,35,LH,0,B0403T.gdf
1230,4,3,36,LH,0,B0403T.gdf
1231,4,3,37,RH,1,B0403T.gdf
1232,4,3,38,LH,0,B0403T.gdf
1233,4,3,39,RH,1,B0403T.gdf
1234,4,3,40,LH,0,B0403T.gdf
1235,4,3,42,LH,0,B0403T.gdf
1236,4,3,43,LH,0,B0403T.gdf
1237,4,3,44,RH,1,B0403T.gdf
1238,4,3,45,RH,1,B0403T.gdf
1239,4,3,46,LH,0,B0403T.gdf
1240,4,3,47,LH,0,B0403T.gdf
1241,4,3,48,RH,1,B0403T.gdf
1242,4,3,49,RH,1,B0403T.gdf
1243,4,3,50,LH,0,B0403T.gdf
1244,4,3,51,LH,0,B0403T.gdf
1245,4,3,52,RH,1,B0403T.gdf
1246,4,3,53,LH,0,B0403T.gdf
1247,4,3,54,RH,1,B0403T.gdf
1248,4,3,55,RH,1,B0403T.gdf
1249,4,3,56,RH,1,B0403T.gdf
1250,4,3,57,RH,1,B0403T.gdf
1251,4,3,58,RH,1,B0403T.gdf
1252,4,3,59,LH,0,B0403T.gdf
1253,4,3,60,RH,1,B0403T.gdf
1254,4,3,61,RH,1,B0403T.gdf
1255,4,3,62,LH,0,B0403T.gdf
1256,4,3,63,LH,0,B0403T.gdf
